word,m.11,m.12,m.13,m.14,m.15,m.16,m.17,m.18,m.19,m.20,m.21,m.22,m.23,m.24
"direction",0,1,0,1,0,0,0,0,1,1,1,0,0,0
"directment",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"directrice",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"diriges",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"dis",16,52,58,73,68,79,78,64,53,75,66,82,98,103
"disais",2,0,2,0,1,1,1,4,0,4,4,1,6,4
"disait",1,0,1,0,0,1,0,2,0,1,3,7,3,3
"disant",0,1,0,0,0,0,0,0,0,0,2,4,0,0
"discipline",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"discours",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"discrètement",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"discussion",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"discute",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"discutent",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"discuter",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"discutes",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"discuté",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dise",0,1,1,0,1,1,0,0,0,0,0,0,4,0
"disent",0,0,1,0,1,0,0,1,0,1,0,0,0,0
"dises",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"diseuse",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"disons",0,0,0,0,0,0,1,0,0,0,0,0,1,0
"disparaisse",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"disparait",0,0,2,0,0,0,0,0,0,0,0,0,0,1
"disparaît",0,1,0,1,0,0,3,1,0,0,0,0,0,0
"disparaître",0,1,0,0,1,0,1,0,0,0,0,0,0,0
"disparu",0,0,1,0,1,0,2,0,2,0,2,1,2,1
"disparue",0,0,0,0,0,0,0,0,0,0,0,4,0,0
"dispersés",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"disponible",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"disposition",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"disputent",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"disque",0,8,1,0,0,2,1,3,0,3,0,1,0,9
"disques",0,2,2,0,0,0,0,0,0,2,0,2,0,1
"distance",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"distinctement",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"distingue",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"distingué",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"distraire",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"distribuer",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"distribues",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"distribué",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"dit",1,21,27,23,35,31,31,60,33,21,53,101,108,57
"dites",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"divans",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"diversifies",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"divin",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"divinement",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dix",0,2,8,4,12,3,5,3,2,2,3,2,7,3
"diète",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"djan",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"djumàu",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"do",0,0,0,0,0,2,0,0,0,1,0,0,4,0
"docile",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"docteur",0,0,0,0,2,0,0,0,0,1,0,0,0,6
"documents",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dodo",0,0,7,7,6,17,24,36,13,18,23,34,21,23
"dodoː",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dog",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"doigt",3,5,7,6,1,3,2,4,2,7,20,7,10,10
"doigts",3,8,2,25,10,19,5,7,11,21,6,12,19,21
"doing",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"dois",0,3,7,0,1,2,0,4,1,1,3,2,4,4
"doit",2,8,9,6,5,13,8,15,16,22,13,17,18,12
"doivent",0,2,2,0,0,0,2,0,1,1,0,1,2,1
"doliprane",0,0,0,0,0,0,3,0,0,0,0,1,0,0
"domestique",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dominante",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dominicaine",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dominique",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"domino",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dommage",0,0,1,2,0,2,0,0,1,0,0,1,2,0
"donald",0,0,1,0,0,0,0,0,0,0,2,3,1,0
"donc",6,38,37,47,46,22,51,36,17,26,29,48,47,40
"dong",0,0,1,0,0,0,0,0,0,0,0,2,2,0
"donna",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"donnais",0,0,0,0,0,0,0,1,0,0,1,0,0,0
"donnait",0,0,0,0,0,0,1,0,0,0,0,0,2,0
"donne",3,24,21,26,37,28,48,34,22,21,36,33,54,48
"donne-lui",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"donne-moi",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"donnent",0,0,0,0,0,0,0,0,0,0,2,0,1,0
"donner",2,12,25,14,13,6,16,18,6,7,15,20,40,27
"donnera",0,0,1,0,0,0,1,1,0,0,1,0,0,0
"donnerai",0,1,0,0,0,0,1,1,0,2,0,0,0,1
"donnerait",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"donnes",8,39,62,29,15,39,30,43,23,23,37,33,46,28
"donnez",0,0,0,0,0,0,0,0,0,0,0,0,5,0
"donniez",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"donné",1,5,4,3,2,2,2,2,6,3,2,7,7,18
"donnée",0,0,0,0,0,0,0,0,0,2,0,0,1,0
"donnés",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"dont",0,0,2,1,0,0,0,1,0,1,0,1,0,0
"dormais",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"dormait",0,0,0,0,0,0,0,0,1,0,0,2,0,1
"dorment",0,0,0,0,0,0,1,9,2,0,2,0,0,0
"dormez",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"dormi",0,0,4,2,2,0,1,0,0,0,2,2,0,2
"dormir",1,2,1,1,2,0,3,2,3,0,2,7,2,5
"dors",0,1,1,2,1,0,2,0,2,0,0,8,0,2
"dort",0,0,8,4,1,2,9,10,5,2,10,9,1,6
"dos",1,3,5,2,4,10,23,24,35,6,5,31,21,10
"dose",0,1,0,0,0,0,0,0,1,0,0,0,1,0
"dossier",0,0,0,0,0,1,1,0,0,0,0,0,1,0
"double",0,1,0,1,0,0,2,1,1,0,0,1,0,0
"doubler",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"doublé",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"douce",0,0,0,1,0,2,1,0,1,0,1,0,10,0
"douceement",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"doucement",8,12,43,17,21,22,35,29,40,24,34,35,30,34
"douces",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"douceur",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"douche",0,0,0,1,0,0,0,0,2,4,4,7,4,13
"doucher",0,0,0,0,0,0,0,0,0,1,0,2,0,1
"douchette",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"doudou",2,0,7,4,2,6,47,53,30,18,17,40,59,14
"doudous",0,0,0,0,0,1,4,11,0,1,2,0,2,2
"douillette",0,0,1,0,0,0,0,0,0,0,0,0,1,1
"doumdé",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"doutais",0,0,2,0,0,0,0,0,1,0,0,0,0,0
"doute",0,0,0,0,0,0,1,0,1,0,2,0,0,2
"doux",0,2,2,9,2,0,3,0,2,2,9,3,9,7
"douxième",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"douze",0,0,1,1,1,2,1,1,0,0,0,0,0,2
"douzième",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"doué",0,1,2,0,0,0,0,0,0,0,0,0,0,0
"douée",0,0,1,2,0,0,0,0,0,0,2,0,0,0
"dragon",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"dragées",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"drain",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"drame",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"drapeaux",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"draps",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dressage",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dressait",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dresser",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"dring",0,0,1,0,0,0,9,6,0,0,0,1,0,4
"dringdring",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"drogué",0,2,0,0,0,0,1,0,0,0,0,0,0,0
"droit",1,7,4,6,6,3,3,5,3,3,7,8,4,6
"droite",0,0,0,1,0,0,6,3,4,8,1,5,13,1
"droites",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"droits",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"drole",0,0,0,1,0,0,0,1,0,0,0,0,0,0
"drolette",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dromadaire",0,0,0,0,3,0,0,0,1,1,1,0,12,3
"dromadaires",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"drôle",1,5,7,10,0,1,2,8,1,0,7,2,11,14
"drôlement",0,0,1,0,0,2,2,1,0,0,0,1,1,3
"drôles",0,0,1,0,1,0,0,1,1,0,0,1,0,1
"du",14,60,72,77,56,66,88,114,74,89,115,226,233,198
"duck",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dudi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dudu",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dum",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dumbo",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"duo",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"duplo",0,0,1,0,0,1,0,4,1,0,0,1,0,3
"duplos",1,0,0,0,0,0,0,1,2,0,0,2,3,1
"dur",9,7,10,13,9,5,7,11,6,8,12,16,24,8
"durant",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"durcit",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dure",0,0,0,4,2,0,1,0,0,1,1,2,2,2
"durent",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"durer",0,3,2,1,0,1,0,0,0,0,0,0,1,1
"durera",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dures",0,0,0,0,0,0,0,1,0,0,1,0,2,1
"durs",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"duré",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dus",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"duvet",0,0,0,1,0,2,0,0,0,0,8,0,0,0
"duː",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"duːt",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dynamiser",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dyoup",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dzeri",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dès",2,2,2,1,0,0,2,2,2,1,1,1,7,2
"déambulateur",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"débarasse",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"débarbouiller",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"débarbouillette",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"débarbouillé",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"débarraser",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"débarrasse",0,0,0,0,0,0,0,0,0,0,3,0,0,1
"débarrasser",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"débarrasses",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"débarrassé",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"débat",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"débattait",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"débile",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"débobiner",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"déborde",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"déborder",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"débordé",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"débouché",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"déboîté",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"débranchais",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"débranche",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"débrancher",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"débrouille",0,0,0,0,0,1,1,1,1,0,0,3,1,4
"débrouiller",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"débrouilles",0,0,1,0,0,2,2,0,0,1,0,1,1,0
"début",1,3,0,0,3,1,1,1,1,0,6,4,6,1
"décalage",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"décale",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"décanter",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"décarcasse",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"décembre",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"déchainé",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"déchaussé",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"déchaîne",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déchaîné",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"déchiquète",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"déchirant",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"déchire",2,2,2,0,0,0,0,0,1,0,0,1,0,0
"déchirer",1,2,10,1,0,0,2,0,2,0,2,0,0,3
"déchires",0,3,2,0,1,0,1,0,0,1,2,1,1,3
"déchiré",1,1,2,0,0,0,5,1,0,0,1,1,0,2
"déchirée",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"décide",0,0,0,1,0,0,0,0,0,0,0,1,0,2
"décident",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"décides",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"décidé",0,0,2,0,0,0,2,1,0,0,1,1,1,0
"décidée",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"décidées",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"décidément",0,0,0,0,0,0,0,4,0,2,0,1,1,1
"déclaré",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"déclenche",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"déclencher",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"déclenché",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"décoder",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"décodeur",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"décolle",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"décoller",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"décolles",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"décolleté",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"décollé",0,0,0,0,0,0,1,0,1,0,0,0,0,0
"déconcentrer",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"décoratif",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"décoration",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"décorer",0,0,0,0,0,0,0,2,0,0,0,0,0,1
"décores",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"découpe",0,0,1,0,0,0,0,0,0,2,2,0,1,2
"découper",0,0,0,0,0,0,1,0,0,2,0,0,0,9
"découpes",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"décourage",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"découvert",0,1,0,0,3,0,0,0,1,0,0,0,1,0
"découverte",0,0,1,1,0,0,0,1,0,0,0,0,0,0
"découvre",0,0,0,1,0,0,0,0,0,0,0,0,2,0
"découvres",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"découvrir",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"décroche",0,0,0,1,0,0,0,0,0,0,0,1,0,0
"décrocher",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"décroché",0,0,0,0,0,0,0,0,0,1,2,0,0,0
"décryptage",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"défaire",2,0,0,1,0,0,0,0,0,1,1,0,0,3
"défais",1,0,0,1,0,0,0,0,1,0,1,0,0,2
"défait",1,1,0,0,0,1,1,0,3,0,2,1,4,3
"défaits",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"défasse",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"défend",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"défendu",0,0,0,0,0,0,0,0,0,0,2,1,0,0
"défendus",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"défense",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"définition",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"défouler",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"dégager",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"déglinguer",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déglingué",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déglinguée",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dégouline",0,1,0,1,0,0,0,0,0,0,0,0,0,0
"dégouliné",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dégoutant",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"dégoûtant",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"dégoûte",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dégradé",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dégringole",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dégringoler",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dégueulasse",0,0,0,0,0,0,0,0,1,1,0,0,1,2
"déguisement",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"déguisements",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"déguiser",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"déguises",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"déguisé",0,0,0,0,0,0,0,0,1,0,0,0,2,3
"déguisée",0,0,0,0,0,0,0,1,0,1,1,0,0,0
"déguisées",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"déguisés",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dégustation",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déhanchée",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"déja",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"déjeuner",0,1,0,6,0,10,1,1,6,0,3,8,6,2
"déjeunera",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"déjeuners",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"déjeûner",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"déjà",10,18,13,16,20,7,30,22,19,22,32,30,43,33
"délicat",0,0,0,0,0,2,0,0,0,0,1,0,0,0
"délicate",0,1,0,2,1,0,0,0,0,0,0,0,0,0
"délice",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"délicieuses",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"délicieux",0,0,0,0,8,0,0,0,4,0,1,3,3,3
"délie",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"délirant",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"démago",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"démange",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"démarche",0,0,0,1,1,0,0,0,0,0,0,0,1,0
"démarrage",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"démarre",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"démarrer",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"démarré",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dément",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"démerde-toi",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"démesurée",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"démo",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"démocratie",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"démoli",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"démolir",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"démolis",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"démon",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"démonstration",0,0,1,0,2,0,0,1,2,0,0,1,0,1
"démonter",0,0,0,0,0,0,0,0,2,0,2,0,0,0
"démonté",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"démontée",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"déménage",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"déménagement",0,0,1,0,1,0,1,0,0,1,0,0,0,0
"déménager",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"déménages",0,0,0,0,0,1,0,1,0,0,0,0,1,0
"déménageur",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"déniaque",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"déniaquer",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dénivelé",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dénoyautées",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"départ",0,1,0,0,1,0,0,0,0,0,0,1,1,0
"dépasse",0,0,0,1,0,1,0,0,0,0,1,0,0,1
"dépassent",0,0,0,0,0,0,1,1,0,0,0,0,0,0
"dépeignée",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"dépend",0,0,0,0,0,0,1,0,0,0,1,0,1,1
"dépité",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"déplace",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"déplacer",0,2,2,1,0,0,1,0,0,0,0,0,0,0
"déplaces",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"déplait",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déplaçait",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"déplie",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"déplier",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déplié",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"déposes",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"dépouillé",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dépris",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dépêche",0,0,0,1,0,0,1,0,1,0,4,1,4,5
"dépôt",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"déraillé",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"dérange",0,1,0,1,0,1,0,2,3,1,0,1,1,1
"déranger",0,0,0,0,0,0,0,0,0,0,2,0,0,1
"déranges",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"dérangé",0,0,1,0,0,0,0,0,0,0,0,0,1,0
"dérapage",0,0,0,2,0,0,1,0,0,0,0,0,0,0
"dérapait",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"dérapés",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"déroule",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dérouler",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dés",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"désabille",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"déserrer",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"désespères",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"déshabille",0,1,3,0,0,0,1,0,0,1,2,2,4,3
"déshabiller",0,2,0,0,1,1,1,0,0,0,2,1,6,3
"déshabilles",0,1,0,0,0,0,1,0,0,1,0,1,2,0
"déshabillez",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"déshabillé",0,0,0,0,0,0,1,0,0,0,0,1,0,0
"déshabillée",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"désigne",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"désigner",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"désigné",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"désirs",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"désobéi",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"désobéissant",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"désolé",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"désolée",0,1,0,1,0,0,0,0,0,0,1,1,2,1
"désordre",0,1,0,1,0,0,0,0,0,0,0,0,2,0
"détache",0,0,0,2,0,0,0,1,0,0,0,0,0,0
"détacher",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"détaches",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"détaché",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"détachée",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"détail",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"détaillé",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"détecté",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"détectée",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"déterminante",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"déteste",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"détricotée",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"détruire",0,1,0,0,0,0,1,0,0,0,0,0,0,0
"détruis",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"détruit",0,0,1,1,1,0,0,1,1,0,0,0,0,0
"détruite",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"dévalé",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"développement",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"développé",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dévisse",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dévisser",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dévisseuse",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"dévorer",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dévores",0,0,0,0,0,0,1,0,0,0,0,0,1,0
"déçue",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"dîner",0,1,1,2,0,0,1,2,1,0,0,0,0,0
"dînette",0,0,0,0,0,2,2,1,1,0,2,0,4,1
"dîné",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dû",0,2,3,1,1,1,2,1,3,2,4,3,8,1
"dûr",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dɔnald",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dɛʒ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"e",1,4,5,1,3,1,2,4,2,0,2,1,4,6
"e^en",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"eau",2,12,3,26,18,31,25,59,25,43,64,79,100,114
"eaux",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ecole",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ecore",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ecrit",1,0,0,0,0,0,0,0,0,0,0,0,0,0
